,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
2020.2.11,吉林,83,2,64,,,18,5,1,0,64,,,2976,2069,709,,,,,,,,,
2020.2.11,黑龙江,378,18,342,,45,28,1,8,,,63,,12736,1532,4606,,,,,,,,,
2020.2.11,上海,306,4,252,177,-3,53,5,1,0,,9,10,,,,,,,,,,,,
2020.2.11,江苏,543,28,449,,,94,10,,,,6,3,11302,540,4957,,,,,,,,,
2020.2.11,浙江,1131,14,852,,,279,28,,,,80,31,33462,1564,11631,,,,,,,,,
2020.2.11,安徽,889,29,777,998,39,108,20,4,,,1,8,19276,,,,,,,,,,,
2020.2.11,福建,272,5,226,74,19,46,7,,,,16,8,,5940,3154,,,,,,,,,
2020.2.11,江西,844,40,691,,,152,25,1,0,,53,0,21693,725,9069,,,,,,,,,
2020.2.11,山东,497,11,416,71,20,80,9,1,0,0,17,9,13482,556,3271,,,,,,,,,
2020.2.11,河南,1135,30,896,,60,231,33,8,1,,60,33,27752,4618,10432,,,,,,,,,
2020.2.11,湖北,33366,1638,29659,,,2639,417,1068,94,26121,5724,1517,152251,6756,77195,,,,,,,,,
2020.2.11,湖南,946,34,681,,,263,50,2,1,,62,,23698,1230,6785,,,,,,,,,
2020.2.11,广东,1219,42,977,135,-13,241,60,1,0,977,79,39,3124,,3124,,,,,,,,,
2020.2.11,广西,222,7,190,,106,31,,1,,,6,8,12519,,3803,,,,,,,,,
2020.2.11,海南,145,3,122,,,20,1,3,0,,14,,4129,2760,1369,,,,,,,,,
2020.2.11,重庆,505,19,423,,,79,13,3,1,,29,24,17910,11262,6648,,,,,,,,,
2020.2.11,四川,436,19,350,,,85,3,1,0,350,,17,,1362,5805,,,,,,,,,
2020.2.11,贵州,131,13,116,53,,14,4,1,0,,11,5,1879,912,,,,,,,,,,
2020.2.11,云南,154,5,134,,89,20,1,,,,16,2,,524,2962,,,,,,,,,
2020.2.11,西藏,1,,0,,,1,1,,,,,,,,,,,,,,,,,
2020.2.11,陕西,219,6,188,389,71,31,5,,,,,,12013,897,1027,,,,,,,,,
2020.2.11,甘肃,86,0,60,,5,24,3,2,0,,7,1,3426,2595,931,,,,,,,,,
2020.2.11,青海,18,0,13,,0,5,2,,,,3,,435,68,367,,,,,,,,,
2020.2.11,宁夏,58,5,36,31,-2,22,8,,,,,,,,1432,,,,,,,,,
2020.2.11,新疆,59,4,56,,,3,3,0,0,,10,5,,,4133,,,,,,,,,
2020.2.12,全国,59804,15152,52526,13435,2807,5911,1171,1367,254,,8030,,471531,29429,181386,,,,,,,,,
2020.2.12,北京,366,14,295,194,,68,12,3,0,295,,,1702,766,,,,,,,,,,
2020.2.12,天津,112,6,99,,,11,1,2,0,,28,4,1081,386,661,,,,,,,,,
2020.2.12,河北,265,14,208,37,11,54,6,3,1,0,19,0,9634,284,4287,,,,,,,,,
2020.2.12,山西,126,2,93,72,24,33,3,0,0,93,10,3,3597,172,850,,,,,,,,,
2020.2.12,内蒙古,61,1,55,13,3,6,1,,,,4,5,,308,798,,,,,,,,,
2020.2.12,辽宁（截至19时）,116,5,95,,,20,1,1,1,,1,2,2196,1615,581,,,,,,,,,
2020.2.12,吉林,84,1,61,55,12,22,4,1,0,61,3,3,3168,2202,966,,,,,,,,,
2020.2.12,黑龙江,395,17,355,146,56,31,3,9,1,,62,,12787,8603,4360,,,,,,,,,
2020.2.12,上海,313,7,255,183,,57,4,1,0,239,6,10,,,,,,,,,,,,
2020.2.12,江苏,570,27,439,,,131,37,,,,6,3,11522,624,4553,,,,,,,,,
2020.2.12,浙江,1145,14,818,,,327,48,,,,79,31,34908,1593,11356,,,,,,,,,
2020.2.12,安徽,910（淮南核减1例）,22,777,,38,128,20,5,1,777,,11,19784,,,,,,,,,,,
2020.2.12,福建,279,7,225,69,16,54,8,,,225,15,8,,,3001,,,,,,,,,
2020.2.12,江西,872,28,701,,,170,18,1,0,,54,0,22802,2469,7709,,,,,,,,,
2020.2.12,山东,506,9,406,69,16,98,18,2,1,,18,8,14232,496,3520,,,,,,,,,
2020.2.12,河南,1169,34,901,,,258,27,10,2,,58,34,29625,5074,9860,,,,,,,,,
2020.2.12,湖北,48206,14840,43455,9028,,3441,802,1310,242,33693,5647,1437,158377,3317,77308,,,,,,,,,
2020.2.12,湖南,968,22,654,,,312,49,2,0,,60,,23906,657,6336,,,,,,,,,
2020.2.12,广东,1241,22,955,123,,284,43,2,1,955,74,38,3123,,,,,,,,,,,
2020.2.12,广西,222,0,187,251,84,33,2,2,1,,7,7,13075,,3256,,,,,,,,,
2020.2.12,海南,157,12,126,,,27,7,4,1,,11,,4422,3099,1323,,,,,,,,,
2020.2.12,重庆,518,13,413,,,102,23,3,0,,29,24,18925,11755,7170,,,,,,,,,
2020.2.12,四川,451,15,357,,,93,8,1,0,357,,17,,1141,5480,,,,,,,,,
2020.2.12,贵州,135,4,114,50,,20,6,1,0,,9,5,2024,1242,707,,,,,,,,,
2020.2.12,云南,155,1,132,100,,23,3,0,0,,15,2,,356,3050,,,,,,,,,
2020.2.12,西藏,1,,0,,,1,0,,,,,,,,,,,,,,,,,
2020.2.12（截至10时）,陕西,225,6,189,367,35,36,5,,,,,,12733,708,,,,,,,,,,
2020.2.12（截至20时）,甘肃,87,1,54,22,7,31,7,2,,54,6,1,3583,2689,894,,,,,,,,,
2020.2.12,青海,18,0,9,,,9,4,,,,3,,436,70,366,,,,,,,,,
2020.2.12,宁夏,64,6,40,28,-3,24,2,,,,,,,,1442,,,,,,,,,
2020.2.12,新疆,63,4,59,,,3,0,1,1,,10,4,,,4479,,,,,,,,,
2020.2.13,全国,63851（核减1043例）,5090,55748,10109,2450,6723（核减269例）,1081,1380（核减108例）,121,,10204,,493067,26905,177984,,,,,,,,,
2020.2.13,北京,372,6,290,167,,79,11,3,0,289,,,1776,798,,,,,,,,,,
2020.2.13,天津,119,7,95,,,21,10,3,1,,27,4,1240,474,730,,,,,,,,,
2020.2.13,河北,283,18,211,39,12,69,15,3,0,0,19,0,9989,547,4078,,,,,,,,,
2020.2.13,山西,126,0,90,71,24,36,3,0,0,90,6,5,3728,120,851,,,,,,,,,
2020.2.13,内蒙古,65,4,,12,1,6,0,,,,4,5,,58,897,,,,,,,,,
2020.2.13,辽宁（截至14日10时）,117,1,92,,,24,4,1,0,92,9,2,2306,1794,512,,,,,,,,,
2020.2.13,吉林,86,2,60,39,12,25,3,1,0,60,3,3,3255,2321,934,,,,,,,,,
2020.2.13,黑龙江,418,23,370,133,35,37,6,11,2,,61,,13816,9358,4360,,,,,,,,,
2020.2.13,上海,318,5,255,156,,62,5,1,0,,5,11,,,,,,,,,,,,
2020.2.13,江苏,593,23,456,,,137,6,,,,6,4,11849,571,4309,,,,,,,,,
2020.2.13,浙江,1155,10,791,,,367,40,,,,81,30,36046,1236,10834,,,,,,,,,
2020.2.13,安徽,934,24,762,,16,166,38,6,1,,,11,20229,,5657,,,,,,,,,
2020.2.13,福建,281,2,222,73,23,59,5,,,222,13,8,,6763,2898,,,,,,,,,
2020.2.13,江西,900,28,712,,,187,17,1,0,,57,0,23338,1348,6897,,,,,,,,,
2020.2.13,山东,519,13,406,83,37,111,13,2,0,,16,10,14742,434,3584,,,,,,,,,
2020.2.13,河南,1184,15,860,,,313,55,11,1,,49,34,31587,5112,9376,,,,,,,,,
2020.2.13,湖北,51986（核销1043例）,4823,46339,6169,,4131,690,1426,116,36719,7593,1685,166818,3689,77685,,,,,,,,,
2020.2.13,湖南,988,20,634,,,352,40,2,0,,55,,24971,1924,5477,,,,,,,,,
2020.2.13,广东,1261,20,927,17,,332,48,2,0,927,72,37,2986,,2986,,,,,,,,,
2020.2.13,广西,226,4,189,232,79,35,2,2,0,,11,5,13811,,3237,,,,,,,,,
2020.2.13,海南,157,0,123,,,30,3,4,0,,13,,4559,3342,1217,,,,,,,,,
2020.2.13,重庆,529,11,397,,,128,26,4,1,,27,24,19596,12504,7092,,,,,,,,,
2020.2.13,四川,463,12,357,,,105,12,1,0,357,,17,,1067,5296,,,,,,,,,
2020.2.13,贵州,140,5,111,47,,28,8,1,0,,8,5,2153,1280,796,,,,,,,,,
2020.2.13,云南,162,7,135,96,,27,4,0,0,,15,2,,314,3055,,,,,,,,,
2020.2.13,西藏,1,0,0,,,1,0,,,,,,,,,,,,,,,,,
2020.2.13,陕西,230,5,181,267,90,49,13,,,,,,14299,1185,737,,,,,,,,,
2020.2.13,甘肃,90,3,49,12,0,39,8,2,0,49,6,1,3746,2825,921,,,,,,,,,
2020.2.13,青海,18,0,7,,,11,2,,,,3,,437,96,341,,,,,,,,,
2020.2.13,宁夏,67,3,43,30,2,24,0,,,,,,,1762,1485,,,,,,,,,
2020.2.13,新疆,65,2,58,,,6,3,1,0,,10,4,,,4622,,,,,,,,,
2020.2.14,全国,66492,2641,56873,8969,2277,8096,1373,1523,143,,11053,,513183,30081,169039,,,,,,,,,
2020.2.14,北京,375,3,274,115,,97,18,4,1,274,,,1847,974,,,,,,,,,,
2020.2.14,天津,120,1,85,,,32,11,3,0,,26,4,1325,539,749,,,,,,,,,
2020.2.14,河北,291,8,202,33,,86,17,3,0,,20,,10154,670,3566,,,,,,,,,
2020.2.14,山西,127,1,89,62,12,38,2,0,0,89,6,4,3838,231,727,,,,,,,,,
2020.2.14,内蒙古,68,3,62,16,7,6,0,,,,4,5,,137,804,,,,,,,,,
2020.2.14,辽宁（截至15日10时）,119,2,89,,,29,5,1,0,89,8,2,2318,1867,451,,,,,,,,,
2020.2.14,吉林,88,2,62,27,8,25,0,1,0,62,3,3,3532,2746,786,,,,,,,,,
2020.2.14,黑龙江,425,7,366,135,48,48,11,11,0,,60,,14518,9670,4749,,,,,,,,,
2020.2.14,上海,326,8,201,145,,124,62,1,0,,4,13,,,,,,,,,,,,
2020.2.14,江苏,604,11,444,,,160,23,,,,6,4,12062,571,4005,,,,,,,,,
2020.2.14,浙江,1162,7,753,,,409,42,,,,79,29,37017,1497,10183,,,,,,,,,
2020.2.14,安徽,950,16,746,,13,198,32,6,,746,,14,20646,,4570,,,,,,,,,
2020.2.14,福建,285,4,219,55,6,66,7,,,219,12,9,,,2893,,,,,,,,,
2020.2.14,江西,913,13,702,,,210,23,1,0,,63,,23837,1504,5892,,,,,,,,,
2020.2.14,山东,530,11,389,83,29,139,28,2,0,,17,11,15074,428,3486,,,,,,,,,
2020.2.14,河南,1212,28,843,,59,356,45,13,2,,38,38,32820,5740,8772,,,,,,,,,
2020.2.14,湖北,54406,2420,48175,5534,1216,4774,912,1457,139,38197,8276,1876,176148,1702,77323,,,,,,,,,
2020.2.14,湖南,1001,13,610,,,389,37,2,0,,53,,25375,,4734,,,,,,,,,
2020.2.14,广东,1294,33,906,12,,386,54,2,,906,68,35,,,2718,,,,,,,,,
2020.2.14,广西,235,9,193,181,44,40,5,2,,,6,6,14280,,2397,,,,,,,,,
2020.2.14,海南,162,5,120,,,38,8,4,0,,12,,4793,3573,1220,,,,,,,,,
2020.2.14,重庆,537,12,380,,,152,24,5,1,,31,19,21158,15566,5592,,,,,,,,,
2020.2.14,四川,470,7,354,,,115,10,1,0,354,,17,,905,4907,,,,,,,,,
2020.2.14,贵州,143,3,109,38,,33,5,1,0,,4,5,2242,1597,565,,,,,,,,,
2020.2.14,云南,168,6,133,103,,35,8,0,0,,14,2,,563,2747,,,,,,,,,
2020.2.14,西藏,1,0,0,,,1,0,,,,,,,,,,,,,,,,,
2020.2.14,陕西,232,2,179,245,37,53,4,,,,,,14753,665,,,,,,,,,,
2020.2.14（截止20时）,甘肃,90,0,44,9,,44,5,2,,44,5,1,3804,2935,869,,,,,,,,,
2020.2.14,青海,18,0,7,,,11,0,,,7,2,,437,106,328,,,,,,,,,
2020.2.14,宁夏,70,3,43,29,-1,27,3,,,,,,,,1579,,,,,,,,,
2020.2.14,新疆,70,5,63,,,6,0,1,0,,11,4,,,4739,,,,,,,,,
2020.2.15,全国,68500(江西省核减1例）,2009,57416,8228,1918,9419,1323,1665,142,57416,11272,,529418,29788,158764,,,,,,,,,
2020.2.15,北京,380,5,271,122,,105,8,4,0,271,,,1849,14,861,,,,,,,,,
2020.2.15,天津,122,2,82,,,37,5,3,0,82,23,5,1467,142,749,,,,,,,,,
2020.2.15,河北,300,9,197,,2,100,14,3,0,197,21,,10348,229,3523,,,,,,,,,
2020.2.15,山西,128,1,82,43,15,46,8,0,0,82,6,4,3870,189,569,,,,,,,,,
2020.2.15,内蒙古,70,2,63,19,4,7,1,0,0,63,4,5,,89,780,,,,,,,,,
2020.2.15,辽宁,120,1,87,,,32,3,1,0,87,6,2,2461,21,573,,,,,,,,,
2020.2.15,吉林,89,1,60,37,16,28,3,1,0,60,3,3,3659,157,756,,,,,,,,,
2020.2.15,黑龙江,445,20,364,122,44,70,22,11,0,364,67,,14912,451,4685,,,,,,,,,
2020.2.15,上海,328,2,203,142,,124,0,1,0,203,4,13,,,,,,,,,,,,
2020.2.15,江苏,617,13,427,,,190,30,0,0,427,6,4,12224,792,3375,,,,,,,,,
2020.2.15,浙江,1167,5,730,,,437,28,0,0,730,49,27,37639,1587,9019,,,,,,,,,
2020.2.15,安徽,962,12,724,,6,232,34,6,0,724,,16,21796,1631,4089,,,,,,,,,
2020.2.15,福建,287,2,210,39,,77,11,0,0,210,11,9,10141,306,2821,,,,,,,,,
2020.2.15,江西,925,12,685,,,239,29,1,0,685,49,,24256,1849,4462,,,,,,,,,
2020.2.15,山东,537,7,371,66,22,164,25,2,0,371,16,12,15446,477,3364,,,,,,,,,
2020.2.15,河南,1231,19,821,,,397（核减1例）,42,13,0,821,36,36,33787,6006,8136,,,,,,,,,
2020.2.15,湖北,56249,1843（含临床诊断888例）,49030,,,5623,849,1596,139,49030,8439,1957,183183,10097,74261,,,,,,,,,
2020.2.15,湖南,1004,3,571,,,430,41,3,0,571,57,,25691,761,4289,,,,,,,,,
2020.2.15,广东,1316,22,878,,,436,50,2,0,878,71,32,,,2693,,,,,,,,,
2020.2.15,广西,237,2,186,156,49,46,6,2,0,186,3,6,14564,691,1990,,,,,,,,,
2020.2.15,海南,162,0,119,,,39,1,4,0,119,12,,4920,209,1120,,,,,,,,,
2020.2.15,重庆,544,6,355,,,184,18,5,0,355,33,18,21589,1142,4881,,,,,,,,,
2020.2.15,四川,481,11,351,227,60,127,12,3,2,351,,15,,1440,4035,,,,,,,,,
2020.2.15,贵州,144,1,106,42,,37,1,1,0,106,3,6,2457,233,540,,,,,,,,,
2020.2.15,云南,169,1,127,108,,42,0,0,0,127,13,1,,400,2564,,,,,,,,,
2020.2.15,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.2.15,陕西,236,4,172,189,15,64,0,0,0,172,,,15673,642,5683,,,,,,,,,
2020.2.15,甘肃,90,0,39,10,1,49,5,2,0,39,5,1,3880,117,828,,,,,,,,,
2020.2.15,青海,18,0,5,,,13,2,0,0,5,2,,437,17,311,,,,,,,,,
2020.2.15,宁夏,70,0,37,30,1,33,6,0,0,37,,,3594,240,1487,,,,,,,,,
2020.2.15,新疆,71,1,59,,,11,5,1,0,59,10,4,,,5168,,,,,,,,,
2020.2.16,全国,70548（陕西核减1例）,2048（陕西核减1例）,57934,7264,1563,10844,1425,1770,105,,10644,,546016,28179,150539,,,,,,,,,
2020.2.16,北京,381,1,263,116,,114,9,4,0,263,,,1920,144,788,,,,,,,,,
2020.2.16,天津,124,2,76,,,45,8,3,0,76,23,3,1565,148,697,,,,,,,,,
2020.2.16,河北,301,1,189,13,2,109,9,3,0,189,23,,10435,709,2900,,,,,,,,,
2020.2.16,山西,129,1,79,32,5,50,4,0,0,79,4,4,3936,134,502,,,,,,,,,
2020.2.16,内蒙古（16日9时至17日9时）,72,2,64,17,3,8,1,0,0,64,4,4,,112,745,,,,,,,,,
2020.2.16,辽宁,121,1,79,,,41,9,1,0,79,6,2,2516,74,554,,,,,,,,,
2020.2.16,吉林,89,0,58,36,9,30,2,1,0,58,3,3,3759,217,639,,,,,,,,,
2020.2.16,黑龙江,457,12,366,108,27,80,10,11,0,366,,,15235,673,4333,,,,,,,,,
2020.2.16,上海,331,3,190,117,,140,16,1,0,190,4,14,,,,,,,,,,,,
2020.2.16,江苏,626,9,400,,,226,36,0,0,400,6,4,12373,526,2998,,,,,,,,,
2020.2.16,浙江,1171,4,701,,,470,33,0,0,701,73,25,38056,1538,7866,,,,,,,,,
2020.2.16,安徽,973,11,701,,9,266,34,6,0,701,,12,22820,1253,3860,,,,,,,,,
2020.2.16,福建,290,3,206,31,3,84,7,0,0,206,11,8,10578,414,2844,,,,,,,,,
2020.2.16,江西,930,5,654,,,275,36,1,0,654,38,,24775,697,4284,,,,,,,,,
2020.2.16,山东,541,4,364,,22,175,11,2,0,364,16,14,15756,403,3263,,,,,,,,,
2020.2.16,河南,1246,15,792,,68,438,41,16,3,792,35,33,35034,5866,8165,,,,,,,,,
2020.2.16,湖北,58182,1933,49847,,909,6639,1016,1696,100,49847,8024,1773,191434,10899,71613,,,,,,,,,
2020.2.16,湖南,1006,2,536,,,467,37,3,0,536,52,,26092,860,3830,,,,,,,,,
2020.2.16,广东,1322,6,845,,,473,37,4,2,845,60,30,,,2870,,,,,,,,,
2020.2.16,广西,238,1,185,122,26,51,5,2,0,185,4,7,14878,320,1984,,,,,,,,,
2020.2.16,海南,162,0,106,,,52,13,4,0,106,19,,5010,95,1133,,,,,,,,,
2020.2.16,重庆,551,7,339,,,207,23,5,0,339,37,13,22026,1117,22026,,,,,,,,,
2020.2.16,四川,495,14,356,,40,136,9,3,0,356,,15,,1036,3563,,,,,,,,,
2020.2.16,贵州,146,2,98,34,,47,10,1,0,98,2,7,2529,129,483,,,,,,,,,
2020.2.16,云南,171,2,129,100,,42,0,0,0,129,14,1,,483,2381,,,,,,,,,
2020.2.16,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.2.16,陕西（截止17日9时）,240,4,166,111,15,74,10,0,0,166,,,16328,682,5656,,,,,,,,,
2020.2.16,甘肃（15日20时至16日20时）,90,0,34,11,1,54,5,2,0,34,4,1,3952,123,777,,,,,,,,,
2020.2.16,青海,18,0,5,,0,13,0,0,0,5,2,,437,68,243,,,,,,,,,
2020.2.16,宁夏,70,0,37,28,-2,33,0,0,0,47,,,3694,119,1468,,,,,,,,,
2020.2.16,新疆,75,4,62,,,12,1,1,0,62,10,4,,,5061,,,,,,,,,
2020.2.17,全国,72436,1886,58016,6242(现有疑似）,1432,12552,1701,1868,98,58016,11741,,560901,27908,141552,,,,,,,,,
2020.2.17,北京,387,6,261,128,49,122,8,4,0,261,,,1967,141,694,,,,,,,,,
2020.2.17,天津,125,1,76,,,46,1,3,0,76,22,4,1646,91,686,,,,,,,,,
2020.2.17,河北,302,1,175,,1,123,14,4,1,175,21,,10472,578,2358,,,,,,,,,
2020.2.17,山西,130,1,77,26,6,53,3,0,0,77,4,4,3973,81,467,,,,,,,,,
2020.2.17,内蒙古（17日9时至18日9时）,73,1,65,16,0,8,0,0,0,65,4,6,,144,607,,,,,,,,,
2020.2.17,辽宁,121,0,77,,,43,2,1,0,77,6,2,2691,135,594,,,,,,,,,
2020.2.17,吉林,89,0,54,34,14,34,4,1,0,54,3,3,3782,189,473,,,,,,,,,
2020.2.17,黑龙江,464,7,368,101,32,85,5,11,0,368,,,15338,470,3957,,,,,,,,,
2020.2.17,上海,333,2,171,,,161,21,1,0,171,4,14,,,,,,,,,,,,
2020.2.17,江苏,629,3,366,,,263,37,0,0,366,6,4,12444,606,2463,,,,,,,,,
2020.2.17,浙江,1172,1,658,,,514,44,0,0,658,45,22,38524,1474,6738,,,,,,,,,
2020.2.17,安徽,982,9,683,,7,293,27,6,0,683,,10,23670,,3650,,,,,,,,,
2020.2.17,福建,292,2,201,27,2,91,7,0,0,201,10,8,10650,308,2608,,,,,,,,,
2020.2.17,江西,933,3,622,,,310,35,1,0,622,27,,24901,726,3684,,,,,,,,,
2020.2.17,山东,543,2,348,,15,193,18,2,0,348,13,14,15909,446,2970,,,,,,,,,
2020.2.17,河南,1257,11,733,,,505,67,19,3,733,29,26,36186,6216,8154,,,,,,,,,
2020.2.17,湖北,59989,1807,50338,,788,7862,1223,1789,93,50338,9117,1853,199322,10231,69270,,,,,,,,,
2020.2.17,湖南,1007,1,502,,,501,34,4,1,502,47,,26282,804,3216,,,,,,,,,
2020.2.17,广东,1328,6,794,,,530,57,4,0,794,60,25,,,2612,,,,,,,,,
2020.2.17,广西,242,4,182,93,21,58,7,2,0,182,3,7,15106,493,1719,,,,,,,,,
2020.2.17,海南,163,1,100,,,59,7,4,0,100,15,100,5091,114,1100,,,,,,,,,
2020.2.17,重庆,553,2,323,,,225,18,5,0,323,36,13,22315,941,3549,,,,,,,,,
2020.2.17,四川,508,13,342,,31,163,27,3,0,342,16,,,912,3093,,,,,,,,,
2020.2.17,贵州,146,0,79,,,66,19,1,0,79,4,5,2532,74,412,,,,,,,,,
2020.2.17,云南,172,1,125,,,47,5,0,0,125,13,1,,178,2374,,,,,,,,,
2020.2.17,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.2.17,陕西（截止18日9时）,240,0,161,,22,79,5,0,0,161,,,16650,667,5311,,,,,,,,,
2020.2.17,甘肃（16日20时至17日20时）,91,1,31,,0,58,4,2,0,31,4,1,4002,90,737,,,,,,,,,
2020.2.17,青海,18,0,5,,0,13,0,0,0,5,1,,437,124,119,,,,,,,,,
2020.2.17,宁夏,70,0,35,,,35,2,0,0,35,,,3752,136,1390,,,,,,,,,
2020.2.17,新疆,76,1,63,,,12,0,1,0,63,10,4,,,5245,,,,,,,,,
2020.2.18,全国,57805,1749,41425,5248,1185,14376,1824,2004,136,,,,574418,,135881,,,,,,,,,
2020.2.18,北京,393,6,244,,,145,23,4,,,,20,,,,,,,,,,,,
2020.2.18,天津,128,3,77,,,48,2,3,,,22,4,1739,975,722,,,,,,,,,
2020.2.18,河北,306,4,166,0,0,136,13,4,,,20,,10500,358,2027,,,,,,,,,
2020.2.18,山西,131,1,70,22,3,61,8,,,70,6,2,4007,93,406,,,,,,,,,
2020.2.18,内蒙古（17日9时至18日9时）,,,,,,,,,,,,,,,,,,,,,,,,
2020.2.18,辽宁,121,0,65,,,55,12,1,,65,6,2,2702,2165,537,,,,,,,,,
2020.2.18,吉林,90,1,53,36,11,36,2,1,,53,3,3,3819,3345,474,,,,,,,,,
2020.2.18,黑龙江,470,6,350,75,21,108,23,12,1,,,,,,,,,,,,,,,
2020.2.18,上海,333,0,155,,,177,,1,,,4,14,,,127,,,,,,,,,
2020.2.18,江苏,631,2,335,,,296,,0,,,6,4,12491,10388,2103,,,,,,,,,
2020.2.18,浙江,1173,1,629,,,544,30,,,,63,22,39186,914,6339,,,,,,,,,
2020.2.18,安徽,986,4,619,,0,361,68,6,,619,,9,24600,,3602,,,,,,,,,
2020.2.18,福建,293,1,197,25,4,96,5,0,,197,7,8,,8282,2409,,,,,,,,,
2020.2.18,江西,934,1,571,6,,362,52,1,,571,26,,25104,558,3329,,,,,,,,,
2020.2.18,山东,544,1,326,38,,215,,3,,,14,12,16073,555,2578,,,,,,,,,
2020.2.18,河南,1262,5,681,,,562,47,19,,,31,23,36945,6187,7716,,,,,,,,,
2020.2.18,湖北,61682,1693,50633,3462,59,9128,1226,1921,132,,9289,1957,206087,1302,68345,,,,,,,,,
2020.2.18,湖南,1008,1,462,,,542,41,4,0,462,46,,26403,651,2686,,,,,,,,,
2020.2.18,广东,1331,3,755,1,,571,41,5,1,,46,26,,,2543,,,,,,,,,
2020.2.18,广西,244,2,166,69,12,76,18,2,0,,2,8,15406,,1478,,,,,,,,,
2020.2.18,海南,163,0,80,,,79,20,4,0,,9,,5280,205,1084,,,,,,,,,
2020.2.18,重庆,296,2,37,,,254,29,5,,,34,13,22527,569,3192,,,,,,,,,
2020.2.18,四川,514,6,334,130,40,177,14,3,0,334,,177,,574,2768,,,,,,,,,
2020.2.18,贵州,146,0,75,19,,69,3,2,,,4,4,2574,50,408,,,,,,,,,
2020.2.18,云南,173,1,116,64,,57,,0,,,11,1,,312,2212,,,,,,,,,
2020.2.18,西藏,1,0,0,0,,,,0,,,0,0,0,0,0,,,,,,,,,
2020.2.18,陕西（截止19日9时）,242,2,153,66,19,89,,,,,,,17271,774,17271,,,,,,,,,
2020.2.18,甘肃（17日20时至18日20时）,91,0,27,2,,,,2,,,,,635,,,,,,,,,,,
2020.2.18,青海,18,0,3,,0,15,2,,,,1,,473,43,76,,,,,,,,,
2020.2.18,宁夏,71,1,29,25,,42,,,,1183,,,,401,,,,,,,,,,
2020.2.18,新疆,76,0,61,,,14,,1,0,,10,4,,,5717,,,,,,,,,
2020.2.19,全国,（订正为75002）74576（江西、河南、云南省各核减1例,（订正为820）394,（修正56727）56303,4922(现有疑似),1277,（订正为16157）16155,1781,2118,114,,11864,,589163,25318,126363,,,,,,,,,
2020.2.19,北京,395,2,238,,25,153,8,4,,,,,2091,,672,,,,,,,,,
2020.2.19,天津,130,2,73,,,54,2,3,,,21,2,1841,1055,743,,,,,,,,,
2020.2.19,河北,307,1,150,,0,152,16,5,1,,17,,10520,511,1535,,,,,,,,,
2020.2.19,山西,131,0,63,,1,68,7,,,63,5,1,4010,105,312,,,,,,,,,
2020.2.19,内蒙古（19日9时至20日9时）,75,0,64,,0,11,2,0,0,17,2,6,,44,634,,,,,,,,,
2020.2.19,辽宁,121,0,62,,,58,3,1,0,62,4,2,2716,163,388,,,,,,,,,
2020.2.19,吉林,91,1,50,,9,40,4,1,,50,3,3,3832,27,460,,,,,,,,,
2020.2.19,黑龙江,476,6,341,,4,123,15,12,4,,70,,15574,529,2939,,,,,,,,,
2020.2.19,上海,333,0,145,2063,,186,,2,,,4,13,,,,,,,,,,,,
2020.2.19,江苏,631,0,306,,,325,29,,,,6,4,12567,385,1794,,,,,,,,,
2020.2.19,浙江,1175,2,566,,,609,65,0,,,36,21,39900,1018,5732,,,,,,,,,
2020.2.19,安徽,987,1,557,,,424,63,6,,,,7,25646,,3245,,,,,,,,,
2020.2.19,福建,293,0,180,,,112,16,1,1,,7,7,10792,284,2226,,,,,,,,,
2020.2.19,江西,934,1,501,,,432,70,1,,,26,,25287,391,3121,,,,,,,,,
2020.2.19,山东,546,2,304,,8,238,23,4,1,,8,12,16183,398,2289,,,,,,,,,
2020.2.19,河南,1265,4,632,,53,614,62,19,,,30,23,37617,6334,7498,,,,,,,,,
2020.2.19,湖北,62031,349,49665,,880,10337,1209,2029,108,43745,9128,2050,214093,872,65525,,,,,,,,,
2020.2.19,湖南,1010,2,428,,,578,36,4,,,44,,26483,517,2249,,,,,,,,,
2020.2.19,广东,1332,1,708,,,619,48,5,,,39,28,,,2172,,,,,,,,,
2020.2.19,广西,245,1,156,,,87,11,2,,,3,8,,,1381,,,,,,,,,
2020.2.19,海南,168,5,80,,,84,5,4,,,9,,5388,247,945,,,,,,,,,
2020.2.19,重庆,560,5,281,,,274,20,5,,,32,13,22700,1050,2315,,,,,,,,,
2020.2.19,四川,520,6,319,,26,198,21,3,,319,,17,,606,2458,,,,,,,,,
2020.2.19,贵州,146,0,73,,,71,2,2,,,3,5,2574,71,342,,,,,,,,,
2020.2.19,云南,172,0,111,,,60,3,1,1,,9,2,,682,1613,,,,,,,,,
2020.2.19,西藏,1,0,0,,0,1,0,0,0,,0,0,,,,,,,,,,,,
