,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
,,累计确诊,新增确诊,现有确诊,现有疑似,新增疑似,累计治愈,新增治愈,累计死亡,新增死亡,隔离治疗,重症,危重症,累计追踪密切接触者,当日解除医学观察,正在接受医学观察,,,,,,,,,
2020.3.19,甘肃（3月18日20时至3月19日20时）,134,0,0,0,,98,7,2,0,,,,,,,,,,,,,,,
2020.3.19,青海,18,0,0,0,0,18,0,0,0,,,,437,,0,,,,,,,,,
2020.3.19,宁夏,75例（含境外输入病例3例）,0,0,0,0,75,0,0,0,,,,,,,,,,,,,,,
2020.3.19,新疆,76,0,0,,,73,0,3,0,,,,,,23,,,,,,,,,
2020.3.20,全国,81008（境外输入269）,41（境外输入41）,6013,106,36,71740,590,3255,7,,1963,,685866,1191,9371,,,,,,,,,
2020.3.20,北京,499（境外输入84）,8（境外输入8）,99,41,,392,8,8,0,,,,4033,,330,,,,,,,,,
2020.3.20,天津,137（输入1）,0,1,,,133,0,3,0,,,,2666,20,135,,,,,,,,,
2020.3.20,河北,318,0,2,0,0,310,0,6,0,,2,,10933,0,0,,,,,,,,,
2020.3.20,山西,133,0,0,0,0,133,0,0,0,,,,4254,1,74,,,,,,,,,
2020.3.20,内蒙古（至3月21日7时）,75,0,0,,,74,0,1,0,,,,,,,,,,,,,,,
2020.3.20,辽宁,126,1,2,,,122,0,2,0,,,,3065,0,13,,,,,,,,,
2020.3.20,吉林,93,0,0,,0,92,0,1,0,,,,,,,,,,,,,,,
2020.3.20,黑龙江,484（输入2）,0,8,0,0,463,0,13,0,,0,,16537,57,158,,,,,,,,,
2020.3.20,上海,380（输入42）,9（输入9）,51（输入41）,39（输入39）,,326,0,3,0,,1,8,,,,,,,,,,,,
2020.3.20,江苏,631,0,0,,,631,0,0,0,,,,12657,3,10,,,,,,,,,
2020.3.20,浙江,1236（输入19）,2（输入2）,16,1,,1219,0,1,0,,,,43780,,1270,,,,,,,,,
2020.3.20,安徽,990,0,0,,0,984,0,6,0,,,,28625,,122,,,,,,,,,
2020.3.20,福建,303（输入7）,4（输入4）,7,0,0,295,0,1,0,,,,,6,386,,,,,,,,,
2020.3.20,江西,935,0,0,0,0,934,0,1,0,,,,27029,14,158,,,,,,,,,
2020.3.20,山东,764（输入5）,2,8,1,0,749,1,7,0,,0,0,18247,,966,,,,,,,,,
2020.3.20,河南,1273（输入1）,0,1,,,1250,0,22,0,,,,39496,4,142,,,,,,,,,
2020.3.20,湖北,67800,0,5719,0,0,58942,561,3139,7,,1927,,,,,,,,,,,,,
2020.3.20,湖南,1018,0,0,,,1014,0,4,0,,,,27161,11,142,,,,,,,,,
2020.3.20,广东,1399（输入49）,7（输入7）,66（输入48）,,,1325,3,8,0,,2,9,,,915,,,,,,,,,
2020.3.20,广西,254（输入2）,0,2,0,0,250,,2,0,,,,,,65,,,,,,,,,
2020.3.20,海南,168,0,1,,,161,0,6,0,,0,,6457,13,94,,,,,,,,,
2020.3.20,重庆,576,0,0,,,570,0,6,0,,,,23788,18,113,,,,,,,,,
2020.3.20,四川,542（输入3）,1（输入1）,3,0,0,536,0,3,0,,,,,,444,,,,,,,,,
2020.3.20,贵州,146,0,0,0,0,144,0,2,0,,,,2574,1,12,,,,,,,,,
2020.3.20,云南,176（输入2）,0,2,,,172,,2,0,,,,,,,,,,,,,,,
2020.3.20,西藏,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,
2020.3.20,陕西（至3月20日8时）,248（输入3）,2,6,0,0,239,2,3,0,,,,,,349,,,,,,,,,
2020.3.20,甘肃（至3月20日20时）,134（输入43）,0,34,,,98,0,2,0,,1,,,3,228,,,,,,,,,
2020.3.20,青海,18,0,0,,0,18,0,0,0,,,,437,0,0,,,,,,,,,
2020.3.20,宁夏,75（输入3）,0,0,0,0,75,0,0,0,,,,,,,,,,,,,,,
2020.3.20,新疆,76,0,0,,,73,0,3,0,,,,,,17,,,,,,,,,
2020.3.21,全国,81054,46（境外输入45）,5549,118,45,72244,504,3261,6,,1845,,687680,1110,10071,,,,,,,,,
2020.3.21,北京,512（境外输入97）,13（境外输入13）,106,45,8,398,2,8,,,,,4124,,380,,,,,,,,,
2020.3.21,天津,136（境外输入1）,1（境外输入1）,0,,,133,,3,,,,,2666,2549,117,,,,,,,,,
2020.3.21,河北,319（境外输入1）,1（境外输入2）,3,0,0,310,0,6,0,,2,,10934,0,1,,,,,,,,,
2020.3.21,山西,133,0,,5（疑似境外输入5）,5（疑似境外输入5）,133,,,,,,,4279,7,92,,,,,,,,,
2020.3.21,内蒙古（至3月22日7时）,75,,0,,,74,0,1,0,,,,,,,,,,,,,,,
2020.3.21,辽宁,126,0,2,,,122,0,2,,2,,,3065,3052,13,,,,,,,,,
2020.3.21,吉林,93,0,0,0,0,92,,1,0,,,,,,,,,,,,,,,
2020.3.21,黑龙江,482（境外输入2）,0,16,0,0,465,2,1,0,,0,,16539,16255,156,,,,,,,,,
2020.3.21,上海,394（境外输入56）,（境外输入14）,63（境外输入55）,26（境外输入26）,,327,1,4,1,63,1,7,,,,,,,,,,,,
2020.3.21,江苏,633（境外输入2）,2（境外输入2）,,,,631,0,0,0,,,,12676,12648,28,,,,,,,,,
2020.3.21,浙江,1237（境外输入1）,1（境外输入1）,,,1（境外输入1）,1219,0,,0,,,,43944,,1394,,,,,,,,,
2020.3.21,安徽,984,990,,,,,,6,,,,,28670,,163,,,,,,,,,
2020.3.21,福建,307（境外输入11）,4（境外输入4）,11,7（境外输入7）,7（境外输入7）,396,0,1,0,11,,,10972,,779,,,,,,,,,
2020.3.21,江西,935（境外输入1）,1（境外输入1）,,1,0,934,0,1,0,1,,,,,171,,,,,,,,,
2020.3.21,山东,765（境外输入6）,0,14,1（境外输入1）,1（境外输入1）,750,1,1,0,14,,7,18552,,1202,,,,,,,,,
2020.3.21,河南,1273（境外输入1）,0,1,,,1250,,22,,1,,,39559,17,184,,,,,,,,,
2020.3.21,湖北,67800,0,5013,0,0,59432,490,3144,5,5013,1419,393,276153,0,1771,,,,,,,,,
2020.3.21,湖南,1018,0,,,,1014,,4,,,,,27187,2749,138,,,,,,,,,
2020.3.21,广东,1407（境外输入56）,8（境外输入8）,70（境外输入55）,,,1329,4,8,,,2,7,,,1039,,,,,,,,,
2020.3.21,广西,252（境外输入2）,0,2（境外输入2）,0,0,250,0,2,0,2,,,,,9,,,,,,,,,
2020.3.21,海南,168,0,1,,,161,0,6,0,,,,655,6370,135,,,,,,,,,
2020.3.21,重庆,576,0,0,,,570,,6,,,,,23827,23679,148,,,,,,,,,
2020.3.21,四川,543（境外输入4）,1（境外输入1）,4,0,0,536,0,3,0,4,,,,,503,,,,,,,,,
2020.3.21,贵州,146,0,0,0,0,144,0,2,0,,,,2574,2490,12,,,,,,,,,
2020.3.21,云南,176（境外输入2）,0,2,,,,,,,,,,,,,,,,,,,,,
2020.3.21,西藏,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
2020.3.21,陕西（至3月21日8时）,248（境外输入3）,0,6,0,0,239,0,3,0,6,,,,,414,,,,,,,,,
2020.3.21,甘肃（至3月21日20时）,134（境外输入43）,0,19（境外输入19）,,0,113,,2,0,43,1,,237,3,234,,,,,,,,,
2020.3.21,青海,18,0,0,0,0,18,0,0,0,0,,,437,,0,,,,,,,,,
2020.3.21,宁夏,75（境外输入3）,,0,0,0,75,0,0,0,0,,,,,,,,,,,,,,
2020.3.21,新疆,76,0,0,,,73,,3,0,,,,,,14,,,,,,,,,
2020.3.22,全国,81093,39（境外输入39）,5120,136,47,72703,459,3270,9,,1749,,688993,661,10701,,,,,,,,,
2020.3.22,北京,522（境外输入107）,10（境外输入10）,122,55,15,392,8,8,0,,,,4164,,381,,,,,,,,,
2020.3.22,天津,136（境外输入1）,0,0,,,133,0,3,0,,,,2666,2562,104,,,,,,,,,
2020.3.22,河北,319（境外输入1）,0,3,,0,310,0,6,0,,2,,10934,0,1,,,,,,,,,
2020.3.22,山西,133,0,0,5（境外输入5）,0,133,0,0,0,,,,4291,5,99,,,,,,,,,
2020.3.22,内蒙古（至3月23日7时）,75,0,0,,,74,0,1,0,,,,,,,,,,,,,,,
2020.3.22,辽宁,127,1（境外输入1）,1（境外输入1）,,,124,2,2,0,,,,3074,3052（已解除）,22,,,,,,,,,
2020.3.22,吉林,93,0,0,,,92,0,1,0,,,,,,,,,,,,,,,
2020.3.22,黑龙江,482（境外输入2）,0,6（境外输入2）,0,0,465,0,13,0,,,,16542,16266（已解除）,148,,,,,,,,,
2020.3.22,上海,404（境外输入66）,10（境外输入10）,72（境外输入65）,19（境外输入18）,,328,1,4,0,,3,7,,,,,,,,,,,,
2020.3.22,江苏,633（境外输入2）,0,2（境外输入2）,,,631,0,0,0,,,,12687,12648（已解除）,39,,,,,,,,,
2020.3.22,浙江,1238（境外输入21）,1（境外输入1）,16（境外输入16）,2（境外输入2）,,1221,2,1,0,,,,44139,,1557,,,,,,,,,
2020.3.22,安徽,990,0,,,0,984,0,6,0,,,,28689,,171,,,,,,,,,
2020.3.22,福建,313（境外输入17）,6（境外输入6）,17（境外输入17）,8（境外输入8）,2（境外输入2）,295,0,1,0,,,,10972,,997,,,,,,,,,
2020.3.22,江西,936（境外输入1）,0,1（境外输入1）,,,934,0,1,0,,,,,,197,,,,,,,,,
2020.3.22,山东,767（境外输入8）,2（境外输入2）,9（境外输入1）,1（境外输入1）,,751,1,7,0,,,,18668,,1244,,,,,,,,,
2020.3.22,河南,1274（境外输入2）,1（境外输入1）,,,,1250,0,22,0,,,,39602,27,200,,,,,,,,,
2020.3.22,湖北,67800,0,4768,0,0,59879,447,3153,9,,1714,,,,,,,,,,,,,
2020.3.22,湖南,1018,0,0,,,1014,0,4,0,,,,27194,27070（已解除）,124,,,,,,,,,
2020.3.22,广东,1413（境外输入62）,6（境外输入6）,73,,,1332,3,8,0,,2,7,,,1165,,,,,,,,,
2020.3.22,广西,254（境外输入2）,0,2（境外输入2）,,0,250,0,2,0,,,,,,101,,,,,,,,,
2020.3.22,海南,168,0,1,,,161,0,6,0,,,,,,,,,,,,,,,
2020.3.22,重庆,577（境外输入1）,1（境外输入1）,1（境外输入1）,,,570,0,6,0,,,,23872,23682（已解除）,190,,,,,,,,,
2020.3.22,四川,543（境外输入4）,0,4（境外输入4）,0,0,536,0,3,0,,,,,,523,,,,,,,,,
2020.3.22,贵州,146,0,0,,,144,0,2,0,,,,2574,2490,12,,,,,,,,,
2020.3.22,云南,176（境外输入2）,0,2（境外输入2）,,,,,,0,,,,,,,,,,,,,,,
2020.3.22,西藏,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,
2020.3.22,陕西（至3月22日8时）,248（境外输入3）,0,0,0,,239,0,3,0,,,,,,460,,,,,,,,,
2020.3.22,甘肃（至3月22日20时）,136（境外输入45）,2（境外输入2）,20(境外输入20),,,114,1,2,0,,,,241,9（已解除）,232,,,,,,,,,
2020.3.22,青海,18,0,,,,18,0,0,0,,,,437,,0,,,,,,,,,
2020.3.22,宁夏,75（境外输入3）,0,0,0,,75,0,0,0,,,,,,,,,,,,,,,
2020.3.22,新疆,76,0,0,,,73,0,3,0,,,,,,,,,,,,,,,
2020.3.23,全国,81171,78,4735,132,35,73159,456,3277,7,,1573,,691185,769,12077,,,,,,,,,
2020.3.23,北京,554（境外输入138）,32（境外输入31）,145（境外输入129）,,5,401（境外输入9）,1（境外输入1）,8,0,,,,,,,,,,,,,,,
2020.3.23,天津,141（境外输入5）,4（境外输入4）,5（境外输入5）,,,133,0,3,0,,,,2767,2575（已解除）,192,,,,,,,,,
2020.3.23,河北,319（境外输入1）,0,3（境外输入1）,0,0,310,0,6,0,,,,10934,,1,,,,,,,,,
2020.3.23,山西,134（境外输入1）,1（境外输入1）,1（境外输入1）,5（境外输入5）,0,133,0,0,0,,,,4330,3,135,,,,,,,,,
2020.3.23,内蒙古（至3月24日7时）,75,0,0,,,74,0,1,0,,,,,,,,,,,,,,,
2020.3.23,辽宁,127（境外输入1）,0,1（境外输入1）,,,124,0,2,0,,,,3092,3052（已解除）,40,,,,,,,,,
2020.3.23,吉林,93,0,0,,0,92,0,1,0,,,,,,,,,,,,,,,
2020.3.23,黑龙江,484（境外输入2）,0,3（境外输入2）,0,0,468,3,13,0,,,,16582,16275（已解除）,179,,,,,,,,,
2020.3.23,上海,414（境外输入75）,9（境外输入9）,81（境外输入73）,20（境外收入20）,,329（境外输入2）,1（境外输入1）,4,0,,2,7,,,,,,,,,,,,
2020.3.23,江苏,636（境外输入5）,3（境外输入3）,5（境外输入5）,,,631,0,0,0,,,,12731,12648（已解除）,83,,,,,,,,,
2020.3.23,浙江,1240（境外输入23）,2（境外输入2）,18（境外输入18）,0,,1221（境外输入5）,0,1,0,,,,44449,,1765,,,,,,,,,
2020.3.23,安徽,990,0,0,,0,984,0,6,0,,,,28693,,172,,,,,,,,,
2020.3.23,福建,318（境外输入22）,5（境外输入5）,22（境外输入22）,10（境外输入10）,4（境外输入4）,295,0,1,0,,,,10972,,1159,,,,,,,,,
2020.3.23,江西,936（境外输入1）,0,1（境外输入1）,,0,934,0,1,0,,,,,,237,,,,,,,,,
2020.3.23,山东,768（境外输入9）,1（境外输入1）,9（境外输入9）,1（境外输入1）,0,752,1,7,0,,0,0,18996,,1501,,,,,,,,,
2020.3.23,河南,1274（境外输入2）,0,2（境外输入2）,,,1250,0,22,0,,,,39644,23,219,,,,,,,,,
2020.3.23,湖北,67801,1,4318,0,0,60323,444,3160,7,,1203,336,276597,,1491,,,,,,,,,
2020.3.23,湖南,1018,0,0,,,1014,0,4,0,,,,27219,27086（已解除）,133,,,,,,,,,
2020.3.23,广东,1428（境外输入76）,15（境外输入14）,87（境外输入73）,,,1333（境外输入3）,1,8,0,,1,7,,,,,,,,,,,,
2020.3.23,广西,254（境外输入2）,0,2（境外输入2）,,0,250,0,2,0,,,,,,116,,,,,,,,,
2020.3.23,海南,168,0,1,,,161,0,6,0,,,,6528,6386（已解除）,142,,,,,,,,,
2020.3.23,重庆,578（境外输入2）,1（境外输入1）,2（境外输入2）,,,570,0,6,0,,,,23934,23691（已解除）,243,,,,,,,,,
2020.3.23,四川,545（境外输入6）,2（境外输入2）,6（境外输入6）,0,0,536,0,3,0,,,,,,564,,,,,,,,,
2020.3.23,贵州,146,0,0,0,,144,0,2,0,,,,2574,2499（已解除）,6,,,,,,,,,
2020.3.23,云南,176（境外输入2）,0,2（境外输入2）,,,172,0,2,0,,,,,,,,,,,,,,,
2020.3.23,西藏,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,
2020.3.23,陕西（3月23日8时至3月24日8时）,249（境外输入4）,1（境外输入1）,6（境外输入4）,,,240,1,3,0,,,,,,503,,,,,,,,,
2020.3.23,甘肃（3月22日20时至3月23日20时）,136（境外输入45）,0,8（境外输入8）,,,126（境外输入37）,4（境外输入）,2,0,,,,278,22（已解除）,256,,,,,,,,,
2020.3.23,青海,18,0,0,,,18,0,0,0,,,,437,437（已解除）,0,,,,,,,,,
2020.3.23,宁夏,75（境外输入3）,0,0,0,,75（境外输入3）,0,0,0,,,,,,,,,,,,,,,
2020.3.23,新疆,76,0,0,,,73,0,3,0,,,,,,14,,,,,,,,,
2020.3.24,全国,81218,47,4287,134,33,73650,491,3281,4,,1399,,693223,1215,13356,,,,,,,,,
2020.3.24,北京,559（境外输入143）,5（境外输入5）,150（境外输入134）,,3,401（境外输入9）,0,8,0,,,,,,,,,,,,,,,
2020.3.24,天津,145（境外输入9）,4（境外输入4）,9（境外输入9）,,,133,0,3,0,,,,2789,2601（已解除）,188,,,,,,,,,
2020.3.24,河北,319（境外输入1）,0,3（境外输入1）,0,0,310,0,6,0,,,,10934,0,1,,,,,,,,,
2020.3.24,山西,134（境外输入1）,0,1（境外输入1）,2（境外输入2）,0,133,0,0,0,,,,4359,4,160,,,,,,,,,
2020.3.24,内蒙古（至3月25日9时）,77（境外输入2）,2（境外输入2）,2（境外输入2）,8,8（境外输入8）,74,0,1,0,,,,,,,,,,,,,,,
2020.3.24,辽宁,127（境外输入1）,0,1（境外输入1）,,,124,0,2,0,,,,3097,3052（已解除）,45,,,,,,,,,
2020.3.24,吉林,94,1（境外输入1）,1,0,,92,0,1,0,,,,,,,,,,,,,,,
2020.3.24,黑龙江,484（境外输入2）,0,3（境外输入2）,0,0,468,0,13,0,,,,16592,16284（已解除）,180,,,,,,,,,
2020.3.24,上海,433（境外输入94）,19（境外输入19）,98（境外输入91）,14（境外输入14）,,330,1,5,1,,2,6,,,,,,,,,,,,
2020.3.24,江苏,638（境外输入7）,2（境外输入2）,7（境外输入7）,,,631,0,0,0,,,,12746,12649（已解除）,97,,,,,,,,,
2020.3.24,浙江,1241（境外输入24）,1（境外输入1）,19（境外输入19）,,,1221（境外输入5）,0,1,0,,,,44636,,1889,,,,,,,,,
2020.3.24,安徽,990,0,0,,0,984,0,6,0,,,,28710,,175,,,,,,,,,
2020.3.24,福建,322（境外输入26）,4（境外输入4）,26（境外输入26）,6（境外输入6）,0,295,0,1,0,,,,10977,,1423,,,,,,,,,
2020.3.24,江西,936（境外输入1）,0,1（境外输入1）,,0,934,0,1,0,,,,,,281,,,,,,,,,
2020.3.24,山东,769（境外输入10）,1（境外输入1）,10（境外输入10）,,,752,0,7,0,,,,19252,,1674,,,,,,,,,
2020.3.24,河南,1274（境外输入2）,0,2（境外输入2）,,,1250,0,22,0,,,,39687,36,226,,,,,,,,,
2020.3.24,湖北,67801,0,3828,0,0,60810,487,3163,3,,1368,,,,,,,,,,,,,
2020.3.24,湖南,1018,0,0,,,1014,0,4,0,,,,27235,27089（已解除）,146,,,,,,,,,
2020.3.24,广东,1433（境外输入81）,5（境外输入5）,91（境外输入77）,,,1334（境外输入4）,1,8,0,,0,7,,,,,,,,,,,,
2020.3.24,广西,254（境外输入2）,0,2（境外输入）,,,250,0,2,0,,,,,,120,,,,,,,,,
2020.3.24,海南,168,0,0,,,162,1,6,0,,,,6534,6399（已解除）,135,,,,,,,,,
2020.3.24,重庆,578（境外输入2）,0,2（境外输入）,,,570,0,6,0,,,,24038,23696（已解除）,342,,,,,,,,,
2020.3.24,四川,547（境外输入8）,2（境外输入2）,8（境外输入）,,0,536,0,3,0,,,,,,648,,,,,,,,,
2020.3.24,贵州,146,0,0,0,0,144,0,2,0,,,,2574,2500（已解除）,5,,,,,,,,,
2020.3.24,云南,176（境外输入2）,0,2（境外输入2）,,,172,0,2,0,,,,,,,,,,,,,,,
2020.3.24,西藏,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,
2020.3.24,陕西（3月24日8时至3月25日8时）,250（境外输入5）,1（境外输入1）,7（境外输入5）,0,,240,0,3,0,,,,,,566,,,,,,,,,
2020.3.24,甘肃（3月23日20时至3月24日20时）,136（境外输入45）,0,7（境外输入7）,,,127（境外输入37）,1（境外输入1）,2,0,,,,292,23（已解除）,269,,,,,,,,,
2020.3.24,青海,18,0,0,,,18,0,0,0,,,,437,437（已解除）,0,,,,,,,,,
2020.3.24,宁夏,75（境外输入3）,0,0,0,,75（境外输入3）,0,0,0,,,,,,,,,,,,,,,
2020.3.24,新疆,76,0,0,,,73,0,3,0,,,,,,14,,,,,,,,,
2020.3.25,全国,81285,67（境外输入67）,3947,159,58,74051,401,3287,6,,1235,,695305,721,14714,,,,,,,,,
2020.3.25,北京,565（境外输入149）,6（境外6例）,154,41,,403（境外输入11）,2,8,0,,,,,,,,,,,,,,,
2020.3.25,天津,147（境外输入11）,2（境外输入2）,11（境外输入11）,,,133,0,3,0,,,,2789,2615（已解除）,174,,,,,,,,,
2020.3.25,河北,319（境外输入1）,0,3（境外输入1）,0,0,310,0,6,0,,,,10934,0,1,,,,,,,,,
2020.3.25,山西,135（境外输入2）,1,2（境外输入2）,0,0,133,0,0,0,,,,4394,2,193,,,,,,,,,
2020.3.25,内蒙古（至3月26日7时）,89（境外输入14）,12（境外输入12）,14（境外输入14）,5,2（境外输入）,74,0,1,0,,,,,,,,,,,,,,,
2020.3.25,辽宁,127（境外输入1）,0,1（境外输入1）,,,124,0,2,0,,,,3097,3052（已解除）,45,,,,,,,,,
2020.3.25,吉林,95,1（境外输入1）,2（境外输入2）,0,0,92,0,1,0,,,,,,,,,,,,,,,
2020.3.25,黑龙江,484（境外输入2）,0,2（境外输入2）,0,0,469,1,13,0,,,,16619,16284（已解除）,207,,,,,,,,,
2020.3.25,上海,451（境外输入112）,18（境外输入18）,116（境外输入109）,20（境外输入20）,,330,0,5,0,,2,6,,,,,,,,,,,,
2020.3.25,江苏,640（境外输入9）,2（境外输入）,9（境外输入9）,,,631,0,0,0,,,,12759,12653（已解除）,107,,,,,,,,,
2020.3.25,浙江,1243（境外输入26）,2（境外输入2）,20(境外输入20),,,1222（境外输入6）,1（境外输入1）,1,0,,,,44897,,2042,,,,,,,,,
2020.3.25,安徽,990,0,0,,0,984,0,6,0,,,,28732,,175,,,,,,,,,
2020.3.25,福建,328（紧外输入32）,6（境外输入6）,,4（境外输入4）,1,295,0,1,0,,,,10980,,1595,,,,,,,,,
2020.3.25,江西,936（境外输入1）,0,1（境外输入1）,,,934,0,1,0,,,,,,288,,,,,,,,,
2020.3.25,山东,769（境外输入10）,0,10（境外输入10）,,,752,0,7,0,,,,19540,,1917,,,,,,,,,
2020.3.25,河南,1275（境外输入1）,1（境外输入）,3（境外输入3）,,,1250,0,22,0,,,,39724,11,252,,,,,,,,,
2020.3.25,湖北,67801,0,3431,0,0,61201,391,3169,6,,1201,,,,,,,,,,,,,
2020.3.25,湖南,1018,0,0,,,1014,0,4,0,,,,27254,27095（已解除）,159,,,,,,,,,
2020.3.25,广东,1444（境外输入92）,11（境外输入11）,100（境外输入86）,,,1336（境外输入6）,2,8,0,,0,7,,,,,,,,,,,,
2020.3.25,广西,254（境外输入2）,0,2（境外输入）,,,250,0,2,0,,,,,,150,,,,,,,,,
2020.3.25,海南,168,0,0,,,162,0,6,0,,,,6542,6402（已解除）,140,,,,,,,,,
2020.3.25,重庆,578（境外输入2）,0,2（境外输入2）,,,570,0,6,0,,,,24046,23718（已解除）,328,,,,,,,,,
2020.3.25,四川,547（境外输入8）,0,8（境外输入8）,0,0,536,0,3,0,,,,,,681,,,,,,,,,
2020.3.25,贵州,146,0,0,0,0,144,0,2,0,,,,2574,2500（已解除）,5,,,,,,,,,
2020.3.25,云南,178（境外4）,2（境外输入2）,4（境外输入4）,,,172,0,2,0,,,,,,,,,,,,,,,
2020.3.25,西藏,1,0,0,,,1,0,0,0,,,,,,,,,,,,,,,
2020.3.25,陕西（3月25日8时至3月26日8时）,253（境外输入8）,3（境外输入3）,8（境外输入8）,0,,242,2,3,0,,,,,,626,,,,,,,,,
2020.3.25,甘肃（3月24日20时至3月25日20时）,136（境外输入45）,0,5（境外输入5）,,,129,2,2,0,,,,298,29（已解除）,269,,,,,,,,,
2020.3.25,青海,18,0,0,0,0,18,0,0,0,,,,437,437（已解除）,0,,,,,,,,,
2020.3.25,宁夏,75（境外输入3）,0,0,0,,75（境外输入3）,0,0,0,,,,,,,,,,,,,,,
2020.3.25,新疆,76,0,0,,,73,0,3,0,,,,,,10,,,,,,,,,
2020.3.26,全国,81340,55（境外54）,3460,189,49,74588,537,3292,5,,1034,,697470,837,16005,,,,,,,,,
2020.3.26,北京,569（境外输入153）,4（境外输入4）,155（境外输入141）,,3,406（境外输入12）,3（境外输入1),8,0,,,,,,,,,,,,,,,
2020.3.26,天津,152（境外输入16）,5（境外输入5）,16（境外输入16）,,,133,0,3,0,,,,2789,2637（已解除）,152,,,,,,,,,
2020.3.26,河北,319（境外输入1）,0,3（境外输入1）,0,0,310,0,6,0,,,,10934,0,1,,,,,,,,,
2020.3.26,山西,135（境外输入2）,0,2（境外输入2）,0,0,133,0,0,0,,,,4428,9,218,,,,,,,,,
2020.3.26,内蒙古（至3月27日7时）,92（境外输入17）,3（境外输入3）,17（境外输入17）,11,6,74,0,1,0,,,,,,,,,,,,,,,
2020.3.26,辽宁,128（境外输入2）,1（境外输入1）,2（境外输入2）,,,124,0,2,0,,,,3115,3052（已解除）,63,,,,,,,,,
2020.3.26,吉林,95,0,2（境外输入2）,0,0,92,0,1,0,,,,,,,,,,,,,,,
2020.3.26,黑龙江,484（境外输入2）,0,2（境外输入2）,0,0,469,0,13,0,,,,16629,16426（已解除）,203,,,,,,,,,
2020.3.26,上海,468（境外输入129）,17(境外输入17),132（境外输入125）,23（境外输入23）,,331,1（境外输入1）,5,0,,1,6,,,,,,,,,,,,
2020.3.26,江苏,641（境外输入10）,1（境外输入1）,10（境外输入10）,,,631,0,0,0,,,,12763,12652（已解除）,111,,,,,,,,,
2020.3.26,浙江,1247（境外输入29）,3（境外输入3）,24（境外输入24）,,0,1222（境外输入6）,0,1,0,,,,45350,,2203,,,,,,,,,
2020.3.26,安徽,990,0,0,,0,984,0,6,0,,,,28827,,261,,,,,,,,,
2020.3.26,福建,331（境外输入35）,3（境外输入3）,35（境外输入35）,4（境外输入4）,2（境外输入2）,295,0,1,0,,,,10983,,1769,,,,,,,,,
2020.3.26,江西,936（境外输入1）,0,1（境外输入1）,,0,934,0,1,0,,,,,,287,,,,,,,,,
2020.3.26,山东,771（境外输入12）,2（境外输入2）,12（境外输入12）,,0,752,0,7,0,,,,19743,,2020,,,,,,,,,
2020.3.26,河南,1275（境外输入3）,0,3,,,1250,0,22,0,,,,39757,11,274,,,,,,,,,
2020.3.26,湖北,67801,0,2896,0,0,61731,530,3174,5,,754,245,277213,0,1329,,,,,,,,,
2020.3.26,湖南,1018,0,0,,,1014,0,4,0,,,,27295,27107（已解除）,188,,,,,,,,,
2020.3.26,广东,1456境外输入104,12,111境外输入98,,,1337,1,8,0,,2,7,,,,,,,,,,,,
2020.3.26,广西,254（境外输入2）,0,2,,0,250,0,2,0,,,,,,166,,,,,,,,,
2020.3.26,海南,168,0,,,,162,0,6,0,,0,,6550,6405（已解除）,145,,,,,,,,,
2020.3.26,重庆,578（境外输入2）,0,2（境外输入2）,,,570,0,6,0,,,,24059,23719（已解除）,340,,,,,,,,,
2020.3.26,四川,548（境外输入9）,境外输入1,9（境外输入9）,,,536,0,3,0,,,,,,709,,,,,,,,,
2020.3.26,贵州,146,0,0,0,0,144,0,2,0,,,,2574,2500（已解除）,5,,,,,,,,,
2020.3.26,云南,180（境外6）,4（境外输入4）,6（境外输入6）,,,172,0,2,0,,,,,,,,,,,,,,,
2020.3.26,西藏,1,0,0,0,0,1,0,0,0,,0,0,,,,,,,,,,,,
2020.3.26,陕西（3月26日8时至3月27日8时）,253（境外输入8）,0,8（境外输入8）,0,0,242,0,3,0,,,,18944,,707,,,,,,,,,
2020.3.26,甘肃（3月26日20时至3月27日20时）,136（境外输入45）,0,5（境外输入5）,,,131,2,2,0,,,,307,32（已解除）,275,,,,,,,,,
2020.3.26,青海,18,0,0,0,0,18,0,0,0,,,,437,437（已解除）,0,,,,,,,,,
2020.3.26,宁夏,75（境外输入3）,0,0,0,,75（境外输入3）,0,0,0,,,,,,,,,,,,,,,
2020.3.26,新疆,76,0,0,,,73,0,3,0,,,,,,7,,,,,,,,,
2020.3.27,全国,81394,54（境外输入54）,3128,184,29,74971,383,3295,3,,921,,699396,758,17198,,,,,,,,,
2020.3.27,北京,582（境外输入156）,3（境外输入3）,156（境外输入141）,,1,409（境外输入15）,3（境外输入3),8,0,,,,,,,,,,,,,,,
2020.3.27,天津,156（境外输入4）,4（境外输入4）,20（境外输入20）,,,133,0,3,0,,,,3008,2637（已解除）,371,,,,,,,,,
